season,week,pageviews,celebrity_name,wiki_title
22,4,18187,Paige VanZant,Paige VanZant
22,5,112306,Paige VanZant,Paige VanZant
22,6,90732,Paige VanZant,Paige VanZant
22,7,44633,Paige VanZant,Paige VanZant
22,10,68407,Paige VanZant,Paige VanZant
22,11,92708,Paige VanZant,Paige VanZant
22,12,82424,Paige VanZant,Paige VanZant
22,13,53056,Paige VanZant,Paige VanZant
22,16,59920,Paige VanZant,Paige VanZant
