season,week,pageviews,celebrity_name,wiki_title
22,4,4506,Geraldo Rivera,Geraldo Rivera
22,5,11282,Geraldo Rivera,Geraldo Rivera
22,6,28708,Geraldo Rivera,Geraldo Rivera
22,7,12039,Geraldo Rivera,Geraldo Rivera
22,10,26095,Geraldo Rivera,Geraldo Rivera
22,11,14311,Geraldo Rivera,Geraldo Rivera
22,12,93625,Geraldo Rivera,Geraldo Rivera
22,13,26675,Geraldo Rivera,Geraldo Rivera
22,16,86246,Geraldo Rivera,Geraldo Rivera
