season,week,pageviews,celebrity_name,wiki_title
22,4,20699,Nyle DiMarco,Nyle DiMarco
22,5,228475,Nyle DiMarco,Nyle DiMarco
22,6,136356,Nyle DiMarco,Nyle DiMarco
22,7,43853,Nyle DiMarco,Nyle DiMarco
22,10,56139,Nyle DiMarco,Nyle DiMarco
22,11,104185,Nyle DiMarco,Nyle DiMarco
22,12,103046,Nyle DiMarco,Nyle DiMarco
22,13,93737,Nyle DiMarco,Nyle DiMarco
22,16,114655,Nyle DiMarco,Nyle DiMarco
