season,week,pageviews,celebrity_name,wiki_title
22,4,12637,Jodie Sweetin,Jodie Sweetin
22,5,21625,Jodie Sweetin,Jodie Sweetin
22,6,171428,Jodie Sweetin,Jodie Sweetin
22,7,73159,Jodie Sweetin,Jodie Sweetin
22,10,58752,Jodie Sweetin,Jodie Sweetin
22,11,59792,Jodie Sweetin,Jodie Sweetin
22,12,147556,Jodie Sweetin,Jodie Sweetin
22,13,57690,Jodie Sweetin,Jodie Sweetin
22,16,201733,Jodie Sweetin,Jodie Sweetin
