season,week,pageviews,celebrity_name,wiki_title
22,4,23073,Marla Maples,Marla Maples
22,5,43100,Marla Maples,Marla Maples
22,6,313005,Marla Maples,Marla Maples
22,7,49291,Marla Maples,Marla Maples
22,10,150410,Marla Maples,Marla Maples
22,11,116051,Marla Maples,Marla Maples
22,12,255537,Marla Maples,Marla Maples
22,13,78069,Marla Maples,Marla Maples
22,16,334015,Marla Maples,Marla Maples
