season,week,pageviews,celebrity_name,wiki_title
22,4,11472,Mischa Barton,Mischa Barton
22,5,18006,Mischa Barton,Mischa Barton
22,6,129097,Mischa Barton,Mischa Barton
22,7,26261,Mischa Barton,Mischa Barton
22,10,36158,Mischa Barton,Mischa Barton
22,11,30957,Mischa Barton,Mischa Barton
22,12,168837,Mischa Barton,Mischa Barton
22,13,27963,Mischa Barton,Mischa Barton
22,16,133573,Mischa Barton,Mischa Barton
